subj_id,qual_col,measure,row,Name,TextResp1,TextResp2,correctPermissive1,correctPermissive2
R_1TCKelAGYh94Ppr,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(15),NameResp_TEXT,15,boot,lady statue,lady statue,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(15),NameResp_TEXT,15,boot,boot,boot,1,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(15),NameResp_TEXT,15,boot,a dancing couple,a dancing couple,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(15),NameResp_TEXT,15,boot,door,door,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a door opening,a door opening,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(15),NameResp_TEXT,15,boot,chair factory,chair factory,0,0
R_81i04UQTtFxOXlz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a doorway in a spotted room,a doorway in a spotted room,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(15),NameResp_TEXT,15,boot,two people,two people,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(15),NameResp_TEXT,15,boot,person,person,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(15),NameResp_TEXT,15,boot,beehive,beehive,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(15),NameResp_TEXT,15,boot,person standing in front of crowd,person standing in front of crowd,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(15),NameResp_TEXT,15,boot,someone singing or talking in front of a large crowd,someone singing or talking in front of a large crowd,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(15),NameResp_TEXT,15,boot,man looking through fence,man looking through fence,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(15),NameResp_TEXT,15,boot,old man,old man,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(15),NameResp_TEXT,15,boot,people standing in the rain,people standing in the rain,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(15),NameResp_TEXT,15,boot,person,person,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(15),NameResp_TEXT,15,boot,monk,monk,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(15),NameResp_TEXT,15,boot,door,door,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(15),NameResp_TEXT,15,boot,man,man,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(15),NameResp_TEXT,15,boot,polka dots,polka dots,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(15),NameResp_TEXT,15,boot,man ,man ,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(15),NameResp_TEXT,15,boot,candle,candle,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(15),NameResp_TEXT,15,boot,a statue,a statue,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(15),NameResp_TEXT,15,boot,two people holding each other in the rain,two people holding each other in the rain,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(15),NameResp_TEXT,15,boot,doorway ,doorway ,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(15),NameResp_TEXT,15,boot,people dancing,people dancing,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(15),NameResp_TEXT,15,boot,lizard skin,lizard skin,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(15),NameResp_TEXT,15,boot,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dog,dog,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,lobster,lobster,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,mug,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a dancing man,a dancing man,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,coffeemug,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,cup,cup,0,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dolphin,dolphin,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,chair,chair,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a chair with spikes,a chair with spikes,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,mug,0,1
R_81i04UQTtFxOXlz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a man riding a horse with another man in front of him ,a man riding a horse with another man in front of him ,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,mug,0,1
R_9movxfJr3JHx4c5,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,furnace,furnace,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,cup,cup,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,Ventriloquist attacked ,Ventriloquist attacked ,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,happy faces/dog ,happy faces/dog ,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,mug,0,1
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,chair,chair,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,faces,faces,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,3 skulls,3 skulls,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a duck,a duck,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,mug ,0,1
R_9FZPEV6r7ezLOSN,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(17),NameResp_TEXT,17,armchair,teapot,teapot,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,cow,cow,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(17),NameResp_TEXT,17,armchair,fish,fish,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(17),NameResp_TEXT,17,armchair,chimney and smoke,chimney and smoke,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,tea,tea,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(17),NameResp_TEXT,17,armchair,bunny rabbits,bunny rabbits,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(17),NameResp_TEXT,17,armchair,Rabbits,Rabbits,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(17),NameResp_TEXT,17,armchair,rabbit,rabbit,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,"Bunny, Boogie Man, fish","Bunny, Boogie Man, fish",0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,pigeons,pigeons,0,0
R_81i04UQTtFxOXlz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,tea pot,tea pot,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(17),NameResp_TEXT,17,armchair,horses,horses,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(17),NameResp_TEXT,17,armchair,underwater animals,underwater animals,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(17),NameResp_TEXT,17,armchair,animals,animals,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(17),NameResp_TEXT,17,armchair,lamp,lamp,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(17),NameResp_TEXT,17,armchair,tea pot,tea pot,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(17),NameResp_TEXT,17,armchair,rabbits,rabbits,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,fish with bubbles,fish with bubbles,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(17),NameResp_TEXT,17,armchair,water jug ,water jug ,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(17),NameResp_TEXT,17,armchair,fish,fish,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(17),NameResp_TEXT,17,armchair,mice,mice,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,waves,waves,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(18),NameResp_TEXT,18,guitar,birds,birds,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,man with a laser or harpoon gun agian,man with a laser or harpoon gun agian,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(18),NameResp_TEXT,18,guitar,fish,fish,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(18),NameResp_TEXT,18,guitar,two whales,two whales,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,lion,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,guitar,1,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,a head with the brain exposed (left side) idk what happening on the right side,a head with the brain exposed (left side) idk what happening on the right side,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,guitar,1,1
R_81i04UQTtFxOXlz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(18),NameResp_TEXT,18,guitar,crowd of people,crowd of people,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,lion,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(18),NameResp_TEXT,18,guitar,porcupine,porcupine,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,dog,dog,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(18),NameResp_TEXT,18,guitar,fire,fire,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(18),NameResp_TEXT,18,guitar,hedgehog,hedgehog,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(18),NameResp_TEXT,18,guitar,Lighthouse,Lighthouse,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(18),NameResp_TEXT,18,guitar,Ski hill ,Ski hill ,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(18),NameResp_TEXT,18,guitar,dog,dog,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(18),NameResp_TEXT,18,guitar,clarinet,clarinet,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(18),NameResp_TEXT,18,guitar,bottle,bottle,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(18),NameResp_TEXT,18,guitar, a cat, a cat,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,tiger,tiger,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(18),NameResp_TEXT,18,guitar,forest,forest,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(18),NameResp_TEXT,18,guitar,a dog,a dog,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(19),NameResp_TEXT,19,cat,clown,clown,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(19),NameResp_TEXT,19,cat,hand,hand,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(19),NameResp_TEXT,19,cat,a house,a house,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person and buildings,person and buildings,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,cat,1,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),NameResp_TEXT,19,cat,huskey,huskey,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),NameResp_TEXT,19,cat,A man,A man,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,cat,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),NameResp_TEXT,19,cat,wolf,wolf,0,0
R_81i04UQTtFxOXlz,NameResp_TEXT(19),NameResp_TEXT,19,cat,a dog in the bottom right hand corner ,a dog in the bottom right hand corner ,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(19),NameResp_TEXT,19,cat,a wizard,a wizard,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(19),NameResp_TEXT,19,cat,some animal,some animal,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person,person,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(19),NameResp_TEXT,19,cat,houses,houses,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(19),NameResp_TEXT,19,cat,Santa with elves,Santa with elves,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(19),NameResp_TEXT,19,cat,person/buildings,person/buildings,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(19),NameResp_TEXT,19,cat,elf,elf,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,witch cat,0,1
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(19),NameResp_TEXT,19,cat,sword,sword,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(19),NameResp_TEXT,19,cat,elf,elf,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(19),NameResp_TEXT,19,cat,faces,faces,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(19),NameResp_TEXT,19,cat,face,face,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(19),NameResp_TEXT,19,cat,wizard,wizard,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(19),NameResp_TEXT,19,cat,dogs,dogs,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(19),NameResp_TEXT,19,cat,scary clowns,scary clowns,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(19),NameResp_TEXT,19,cat,train (repeat picture?),train (repeat picture?),0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(19),NameResp_TEXT,19,cat,wizard,wizard,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(19),NameResp_TEXT,19,cat,a person with a pointed hat on standing outside of a house,a person with a pointed hat on standing outside of a house,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(19),NameResp_TEXT,19,cat,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bow tie,bowtie,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,elephant,elephant,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bow,bow,0,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bunch of houses,bunch of houses,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,,0,0
