subj_id,qual_col,TextResp,measure,row,Name
R_0NWkLPKVngfskaV,NameResp_TEXT(19),clown,NameResp_TEXT,19,cat
R_2tvsWbcRX5R84ap,NameResp_TEXT(19),hand,NameResp_TEXT,19,cat
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_5uoQgdmI1psnW97,NameResp_TEXT(19),a house,NameResp_TEXT,19,cat
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_03dyKKqahwimd1z,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),person and buildings,NameResp_TEXT,19,cat
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),cat,NameResp_TEXT,19,cat
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),huskey,NameResp_TEXT,19,cat
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),A man,NameResp_TEXT,19,cat
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),Cat,NameResp_TEXT,19,cat
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),wolf,NameResp_TEXT,19,cat
R_81i04UQTtFxOXlz,NameResp_TEXT(19),a dog in the bottom right hand corner ,NameResp_TEXT,19,cat
R_aflUaQ1v901DTZb,NameResp_TEXT(19),a wizard,NameResp_TEXT,19,cat
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_9movxfJr3JHx4c5,NameResp_TEXT(19),some animal,NameResp_TEXT,19,cat
R_6zZuvVsaXiYicmh,NameResp_TEXT(19),person,NameResp_TEXT,19,cat
R_7Os34FuyUOKUtAV,NameResp_TEXT(19),houses,NameResp_TEXT,19,cat
R_6tIMcOQsORkQnuB,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(19),Santa with elves,NameResp_TEXT,19,cat
R_cAPsFbVcU6FKEpT,NameResp_TEXT(19),person/buildings,NameResp_TEXT,19,cat
R_cO0dBs5ofX0BOpT,NameResp_TEXT(19),elf,NameResp_TEXT,19,cat
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(19),witch cat,NameResp_TEXT,19,cat
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_0cuIBoqJYSnYnLT,NameResp_TEXT(19),sword,NameResp_TEXT,19,cat
R_9KSFfd62afsuieF,NameResp_TEXT(19),elf,NameResp_TEXT,19,cat
R_02GRIQd5MDRenPf,NameResp_TEXT(19),faces,NameResp_TEXT,19,cat
R_bjv98vU4STp6zQx,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_9KB1XzOy6rP7O1D,NameResp_TEXT(19),face,NameResp_TEXT,19,cat
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(19),wizard,NameResp_TEXT,19,cat
R_eDMsuefXH4Nvbhz,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_cGTSCS88UP99f0x,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_6ujqTETwTzRExX7,NameResp_TEXT(19),dogs,NameResp_TEXT,19,cat
R_1NfgfYV1GvFsWiN,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_0TiNGME0OVqJO3H,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_0ih7r0MXsn7mCSV,NameResp_TEXT(19),scary clowns,NameResp_TEXT,19,cat
R_aWcEn0nidpymQER,NameResp_TEXT(19),train (repeat picture?),NameResp_TEXT,19,cat
R_9FZPEV6r7ezLOSN,NameResp_TEXT(19),wizard,NameResp_TEXT,19,cat
R_6zhc96D1g2EpM2h,NameResp_TEXT(19),a person with a pointed hat on standing outside of a house,NameResp_TEXT,19,cat
R_2a6HPCAFPrB4mIR,NameResp_TEXT(19),,NameResp_TEXT,19,cat
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_0NWkLPKVngfskaV,NameResp_TEXT(20),bow tie,NameResp_TEXT,20,bowtie
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_5uoQgdmI1psnW97,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_03dyKKqahwimd1z,NameResp_TEXT(20),elephant,NameResp_TEXT,20,bowtie
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),bow,NameResp_TEXT,20,bowtie
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),bunch of houses,NameResp_TEXT,20,bowtie
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),phantom of the opera,NameResp_TEXT,20,bowtie
R_81i04UQTtFxOXlz,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_aflUaQ1v901DTZb,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),crab,NameResp_TEXT,20,bowtie
R_9movxfJr3JHx4c5,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_6zZuvVsaXiYicmh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_7Os34FuyUOKUtAV,NameResp_TEXT(20),Native american,NameResp_TEXT,20,bowtie
R_6tIMcOQsORkQnuB,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(20),Coral Reef,NameResp_TEXT,20,bowtie
R_cAPsFbVcU6FKEpT,NameResp_TEXT(20),buildings,NameResp_TEXT,20,bowtie
R_cO0dBs5ofX0BOpT,NameResp_TEXT(20),bow tie,NameResp_TEXT,20,bowtie
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(20),Big bowtie,NameResp_TEXT,20,bowtie
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_0cuIBoqJYSnYnLT,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_9KSFfd62afsuieF,NameResp_TEXT(20),fish,NameResp_TEXT,20,bowtie
R_02GRIQd5MDRenPf,NameResp_TEXT(20),faces,NameResp_TEXT,20,bowtie
R_bjv98vU4STp6zQx,NameResp_TEXT(20),bow,NameResp_TEXT,20,bowtie
R_9KB1XzOy6rP7O1D,NameResp_TEXT(20),face,NameResp_TEXT,20,bowtie
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_eDMsuefXH4Nvbhz,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_cGTSCS88UP99f0x,NameResp_TEXT(20),a battle,NameResp_TEXT,20,bowtie
R_6ujqTETwTzRExX7,NameResp_TEXT(20),people with masks,NameResp_TEXT,20,bowtie
R_1NfgfYV1GvFsWiN,NameResp_TEXT(20),Man's Face,NameResp_TEXT,20,bowtie
R_0TiNGME0OVqJO3H,NameResp_TEXT(20),face,NameResp_TEXT,20,bowtie
R_0ih7r0MXsn7mCSV,NameResp_TEXT(20),a boogie man coming out of the wall,NameResp_TEXT,20,bowtie
R_aWcEn0nidpymQER,NameResp_TEXT(20),train,NameResp_TEXT,20,bowtie
R_9FZPEV6r7ezLOSN,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_6zhc96D1g2EpM2h,NameResp_TEXT(20),person spitting water,NameResp_TEXT,20,bowtie
R_2a6HPCAFPrB4mIR,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_0NWkLPKVngfskaV,NameResp_TEXT(21),goose,NameResp_TEXT,21,knife
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),rocket,NameResp_TEXT,21,knife
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_5uoQgdmI1psnW97,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_03dyKKqahwimd1z,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),duck,NameResp_TEXT,21,knife
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),Knife,NameResp_TEXT,21,knife
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_81i04UQTtFxOXlz,NameResp_TEXT(21),flock of birds,NameResp_TEXT,21,knife
R_aflUaQ1v901DTZb,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_9movxfJr3JHx4c5,NameResp_TEXT(21),crossbow,NameResp_TEXT,21,knife
R_6zZuvVsaXiYicmh,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_7Os34FuyUOKUtAV,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife
R_6tIMcOQsORkQnuB,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_cAPsFbVcU6FKEpT,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_cO0dBs5ofX0BOpT,NameResp_TEXT(21),bird ,NameResp_TEXT,21,knife
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(21),Airplane flying over city ,NameResp_TEXT,21,knife
R_0cuIBoqJYSnYnLT,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_9KSFfd62afsuieF,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife
R_02GRIQd5MDRenPf,NameResp_TEXT(21),letter E a bunch of times,NameResp_TEXT,21,knife
R_bjv98vU4STp6zQx,NameResp_TEXT(21),soldier,NameResp_TEXT,21,knife
R_9KB1XzOy6rP7O1D,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife
R_eDMsuefXH4Nvbhz,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_cGTSCS88UP99f0x,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_6ujqTETwTzRExX7,NameResp_TEXT(21),woman giving speech,NameResp_TEXT,21,knife
R_1NfgfYV1GvFsWiN,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_0TiNGME0OVqJO3H,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_0ih7r0MXsn7mCSV,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_aWcEn0nidpymQER,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_9FZPEV6r7ezLOSN,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife
R_6zhc96D1g2EpM2h,NameResp_TEXT(21),a knife and people's faces,NameResp_TEXT,21,knife
R_2a6HPCAFPrB4mIR,NameResp_TEXT(21),,NameResp_TEXT,21,knife
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_0NWkLPKVngfskaV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),gun,NameResp_TEXT,22,binoculars
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_5uoQgdmI1psnW97,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),"someone in a uniform jacket, soldier?",NameResp_TEXT,22,binoculars
R_03dyKKqahwimd1z,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),an elephant face,NameResp_TEXT,22,binoculars
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),traffic cop,NameResp_TEXT,22,binoculars
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),binoculars ,NameResp_TEXT,22,binoculars
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),cannon,NameResp_TEXT,22,binoculars
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),binoculars,NameResp_TEXT,22,binoculars
R_81i04UQTtFxOXlz,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_aflUaQ1v901DTZb,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_9movxfJr3JHx4c5,NameResp_TEXT(22),man in blazer,NameResp_TEXT,22,binoculars
R_6zZuvVsaXiYicmh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_7Os34FuyUOKUtAV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_6tIMcOQsORkQnuB,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(22),dinner at a restaurant,NameResp_TEXT,22,binoculars
R_cAPsFbVcU6FKEpT,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_cO0dBs5ofX0BOpT,NameResp_TEXT(22),map,NameResp_TEXT,22,binoculars
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(22),someone being pushed,NameResp_TEXT,22,binoculars
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_0cuIBoqJYSnYnLT,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_9KSFfd62afsuieF,NameResp_TEXT(22),gun,NameResp_TEXT,22,binoculars
R_02GRIQd5MDRenPf,NameResp_TEXT(22),faces,NameResp_TEXT,22,binoculars
R_bjv98vU4STp6zQx,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_9KB1XzOy6rP7O1D,NameResp_TEXT(22),cow,NameResp_TEXT,22,binoculars
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_eDMsuefXH4Nvbhz,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_cGTSCS88UP99f0x,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_6ujqTETwTzRExX7,NameResp_TEXT(22),man laying down,NameResp_TEXT,22,binoculars
R_1NfgfYV1GvFsWiN,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_0TiNGME0OVqJO3H,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_0ih7r0MXsn7mCSV,NameResp_TEXT(22),a giant duck and a police officer,NameResp_TEXT,22,binoculars
R_aWcEn0nidpymQER,NameResp_TEXT(22),clown,NameResp_TEXT,22,binoculars
R_9FZPEV6r7ezLOSN,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_6zhc96D1g2EpM2h,NameResp_TEXT(22),cat and cat tail hanging down and people kneeling and sitting,NameResp_TEXT,22,binoculars
R_2a6HPCAFPrB4mIR,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),roller blades,NameResp_TEXT,23,rollerblades
R_0NWkLPKVngfskaV,NameResp_TEXT(23),skateboarder,NameResp_TEXT,23,rollerblades
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),fire,NameResp_TEXT,23,rollerblades
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_5uoQgdmI1psnW97,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),a fire,NameResp_TEXT,23,rollerblades
R_03dyKKqahwimd1z,NameResp_TEXT(23),car,NameResp_TEXT,23,rollerblades
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),bird,NameResp_TEXT,23,rollerblades
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),birds,NameResp_TEXT,23,rollerblades
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),skates,NameResp_TEXT,23,rollerblades
R_81i04UQTtFxOXlz,NameResp_TEXT(23),a sailboat,NameResp_TEXT,23,rollerblades
R_aflUaQ1v901DTZb,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_9movxfJr3JHx4c5,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_6zZuvVsaXiYicmh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_7Os34FuyUOKUtAV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_6tIMcOQsORkQnuB,NameResp_TEXT(23),birds,NameResp_TEXT,23,rollerblades
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(23),Woman with Red hair,NameResp_TEXT,23,rollerblades
R_cAPsFbVcU6FKEpT,NameResp_TEXT(23),food dissipating in water ,NameResp_TEXT,23,rollerblades
R_cO0dBs5ofX0BOpT,NameResp_TEXT(23),bird,NameResp_TEXT,23,rollerblades
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(23),Mountains,NameResp_TEXT,23,rollerblades
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_0cuIBoqJYSnYnLT,NameResp_TEXT(23),rollerblades,NameResp_TEXT,23,rollerblades
R_9KSFfd62afsuieF,NameResp_TEXT(23),beach chairs,NameResp_TEXT,23,rollerblades
R_02GRIQd5MDRenPf,NameResp_TEXT(23),squid,NameResp_TEXT,23,rollerblades
R_bjv98vU4STp6zQx,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_9KB1XzOy6rP7O1D,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(23),shoes ,NameResp_TEXT,23,rollerblades
R_eDMsuefXH4Nvbhz,NameResp_TEXT(23),birds and a flower,NameResp_TEXT,23,rollerblades
R_cGTSCS88UP99f0x,NameResp_TEXT(23),flower and birds,NameResp_TEXT,23,rollerblades
R_6ujqTETwTzRExX7,NameResp_TEXT(23),figure skaters,NameResp_TEXT,23,rollerblades
R_1NfgfYV1GvFsWiN,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_0TiNGME0OVqJO3H,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_0ih7r0MXsn7mCSV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_aWcEn0nidpymQER,NameResp_TEXT(23),hands,NameResp_TEXT,23,rollerblades
R_9FZPEV6r7ezLOSN,NameResp_TEXT(23),person smoking,NameResp_TEXT,23,rollerblades
R_6zhc96D1g2EpM2h,NameResp_TEXT(23),waves and splashing,NameResp_TEXT,23,rollerblades
R_2a6HPCAFPrB4mIR,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_0NWkLPKVngfskaV,NameResp_TEXT(24),blowfish,NameResp_TEXT,24,leopard
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),field,NameResp_TEXT,24,leopard
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_5uoQgdmI1psnW97,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_03dyKKqahwimd1z,NameResp_TEXT(24),Lion,NameResp_TEXT,24,leopard
R_4I5pqYdhVgOKFKd,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_1EWCq1k7UFauhNj,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_81xh6ldt0VxOPHL,NameResp_TEXT(24),sponge,NameResp_TEXT,24,leopard
R_9KLkobZ9kYZSzYh,NameResp_TEXT(24),cheetah,NameResp_TEXT,24,leopard
R_4T9SzDwjzOtlmrX,NameResp_TEXT(24),lepoard,NameResp_TEXT,24,leopard
R_eFBfDt4acLjjVQh,NameResp_TEXT(24),leopard,NameResp_TEXT,24,leopard
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_3jv8dkv5pkIe4f3,NameResp_TEXT(24),chicken,NameResp_TEXT,24,leopard
R_9NNGTs03HOOrLhz,NameResp_TEXT(24),"unsure, I can see Louisiana in the bottom right corner ",NameResp_TEXT,24,leopard
R_9QAIH8o5XKYkAFD,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_8hQIw8oM3sZtlUV,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_dbuBKRXlnjouSRD,NameResp_TEXT(24),panther,NameResp_TEXT,24,leopard
R_81i04UQTtFxOXlz,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_aflUaQ1v901DTZb,NameResp_TEXT(24),plant,NameResp_TEXT,24,leopard
R_8cU5NCG2ysTIeFf,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_9movxfJr3JHx4c5,NameResp_TEXT(24),leopard,NameResp_TEXT,24,leopard
R_6zZuvVsaXiYicmh,NameResp_TEXT(24),swarm of bees,NameResp_TEXT,24,leopard
R_7Os34FuyUOKUtAV,NameResp_TEXT(24),tree,NameResp_TEXT,24,leopard
R_6tIMcOQsORkQnuB,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(24),Someone observing a pit,NameResp_TEXT,24,leopard
R_cAPsFbVcU6FKEpT,NameResp_TEXT(24),man swimming,NameResp_TEXT,24,leopard
R_cO0dBs5ofX0BOpT,NameResp_TEXT(24),animal ,NameResp_TEXT,24,leopard
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(24),rabid rabbit,NameResp_TEXT,24,leopard
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_0cuIBoqJYSnYnLT,NameResp_TEXT(24),tiger,NameResp_TEXT,24,leopard
R_9KSFfd62afsuieF,NameResp_TEXT(24),buffalo,NameResp_TEXT,24,leopard
R_02GRIQd5MDRenPf,NameResp_TEXT(24),leopord,NameResp_TEXT,24,leopard
R_bjv98vU4STp6zQx,NameResp_TEXT(24),jaguar,NameResp_TEXT,24,leopard
R_9KB1XzOy6rP7O1D,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_eDMsuefXH4Nvbhz,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_cGTSCS88UP99f0x,NameResp_TEXT(24),dog,NameResp_TEXT,24,leopard
R_6ujqTETwTzRExX7,NameResp_TEXT(24),a forest,NameResp_TEXT,24,leopard
R_1NfgfYV1GvFsWiN,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_0TiNGME0OVqJO3H,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_0ih7r0MXsn7mCSV,NameResp_TEXT(24),sky/nature,NameResp_TEXT,24,leopard
R_aWcEn0nidpymQER,NameResp_TEXT(24),party,NameResp_TEXT,24,leopard
R_9FZPEV6r7ezLOSN,NameResp_TEXT(24),plant,NameResp_TEXT,24,leopard
R_6zhc96D1g2EpM2h,NameResp_TEXT(24),a garden,NameResp_TEXT,24,leopard
R_2a6HPCAFPrB4mIR,NameResp_TEXT(24),,NameResp_TEXT,24,leopard
R_8nQqGUmR9MT1CTP,NameResp_TEXT(25),boat,NameResp_TEXT,25,handbag
R_0NWkLPKVngfskaV,NameResp_TEXT(25),purse,NameResp_TEXT,25,handbag
R_2tvsWbcRX5R84ap,NameResp_TEXT(25),car,NameResp_TEXT,25,handbag
R_1TCKelAGYh94Ppr,NameResp_TEXT(25),cheese man,NameResp_TEXT,25,handbag
R_5uoQgdmI1psnW97,NameResp_TEXT(25),a dancing woman,NameResp_TEXT,25,handbag
