subj_id,qual_col,row,Name,TextResp,isCorrect
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),19,cat,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(19),19,cat,a house,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),19,cat,,0
R_03dyKKqahwimd1z,NameResp_TEXT(19),19,cat,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),19,cat,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),19,cat,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),19,cat,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),19,cat,person and buildings,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),19,cat,cat,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),19,cat,huskey,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),19,cat,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),19,cat,A man,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),19,cat,cat,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),19,cat,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),19,cat,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),19,cat,wolf,0
R_81i04UQTtFxOXlz,NameResp_TEXT(19),19,cat,a dog in the bottom right hand corner ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(19),19,cat,a wizard,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),19,cat,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(19),19,cat,some animal,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(19),19,cat,person,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(19),19,cat,houses,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(19),19,cat,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(19),19,cat,Santa with elves,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(19),19,cat,person/buildings,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(19),19,cat,elf,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(19),19,cat,cat,1
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(19),19,cat,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(19),19,cat,sword,0
R_9KSFfd62afsuieF,NameResp_TEXT(19),19,cat,elf,0
R_02GRIQd5MDRenPf,NameResp_TEXT(19),19,cat,faces,0
R_bjv98vU4STp6zQx,NameResp_TEXT(19),19,cat,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(19),19,cat,face,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(19),19,cat,wizard,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(19),19,cat,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(19),19,cat,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(19),19,cat,dogs,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(19),19,cat,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(19),19,cat,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(19),19,cat,scary clowns,0
R_aWcEn0nidpymQER,NameResp_TEXT(19),19,cat,train (repeat picture?),0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(19),19,cat,wizard,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(19),19,cat,a person with a pointed hat on standing outside of a house,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(19),19,cat,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),20,bowtie,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(20),20,bowtie,bow tie,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),20,bowtie,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),20,bowtie,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(20),20,bowtie,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),20,bowtie,,0
R_03dyKKqahwimd1z,NameResp_TEXT(20),20,bowtie,elephant,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),20,bowtie,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),20,bowtie,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),20,bowtie,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),20,bowtie,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),20,bowtie,,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),20,bowtie,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),20,bowtie,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),20,bowtie,bowtie,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),20,bowtie,bunch of houses,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),20,bowtie,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),20,bowtie,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),20,bowtie,phantom of the opera,0
R_81i04UQTtFxOXlz,NameResp_TEXT(20),20,bowtie,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(20),20,bowtie,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),20,bowtie,crab,0
R_9movxfJr3JHx4c5,NameResp_TEXT(20),20,bowtie,,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(20),20,bowtie,,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(20),20,bowtie,Native american,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(20),20,bowtie,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(20),20,bowtie,Coral Reef,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(20),20,bowtie,buildings,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(20),20,bowtie,bowtie,1
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(20),20,bowtie,bowtie,1
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(20),20,bowtie,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(20),20,bowtie,,0
R_9KSFfd62afsuieF,NameResp_TEXT(20),20,bowtie,fish,0
R_02GRIQd5MDRenPf,NameResp_TEXT(20),20,bowtie,faces,0
R_bjv98vU4STp6zQx,NameResp_TEXT(20),20,bowtie,bowtie,1
R_9KB1XzOy6rP7O1D,NameResp_TEXT(20),20,bowtie,face,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(20),20,bowtie,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(20),20,bowtie,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(20),20,bowtie,a battle,0
R_6ujqTETwTzRExX7,NameResp_TEXT(20),20,bowtie,people with masks,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(20),20,bowtie,Man's Face,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(20),20,bowtie,face,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(20),20,bowtie,a boogie man coming out of the wall,0
R_aWcEn0nidpymQER,NameResp_TEXT(20),20,bowtie,train,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(20),20,bowtie,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(20),20,bowtie,person spitting water,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(20),20,bowtie,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),21,knife,knife,1
R_0NWkLPKVngfskaV,NameResp_TEXT(21),21,knife,goose,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),21,knife,rocket,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),21,knife,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(21),21,knife,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),21,knife,,0
R_03dyKKqahwimd1z,NameResp_TEXT(21),21,knife,knife,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),21,knife,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),21,knife,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),21,knife,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),21,knife,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),21,knife,knife,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),21,knife,duck,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),21,knife,Knife,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),21,knife,Bird,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),21,knife,,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),21,knife,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),21,knife,bird,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),21,knife,knife,1
R_81i04UQTtFxOXlz,NameResp_TEXT(21),21,knife,flock of birds,0
R_aflUaQ1v901DTZb,NameResp_TEXT(21),21,knife,bird,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),21,knife,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(21),21,knife,crossbow,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(21),21,knife,knife,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(21),21,knife,bird,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(21),21,knife,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(21),21,knife,,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(21),21,knife,,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(21),21,knife,bird ,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(21),21,knife,Bird,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(21),21,knife,Airplane flying over city ,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(21),21,knife,knife,1
R_9KSFfd62afsuieF,NameResp_TEXT(21),21,knife,bird,0
R_02GRIQd5MDRenPf,NameResp_TEXT(21),21,knife,letter E a bunch of times,0
R_bjv98vU4STp6zQx,NameResp_TEXT(21),21,knife,soldier,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(21),21,knife,knife,1
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(21),21,knife,Bird,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(21),21,knife,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(21),21,knife,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(21),21,knife,woman giving speech,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(21),21,knife,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(21),21,knife,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(21),21,knife,,0
R_aWcEn0nidpymQER,NameResp_TEXT(21),21,knife,knife,1
R_9FZPEV6r7ezLOSN,NameResp_TEXT(21),21,knife,knife,1
R_6zhc96D1g2EpM2h,NameResp_TEXT(21),21,knife,knife,1
R_2a6HPCAFPrB4mIR,NameResp_TEXT(21),21,knife,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),22,binoculars,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(22),22,binoculars,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),22,binoculars,gun,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),22,binoculars,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(22),22,binoculars,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),22,binoculars,"someone in a uniform jacket, soldier?",0
R_03dyKKqahwimd1z,NameResp_TEXT(22),22,binoculars,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),22,binoculars,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),22,binoculars,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),22,binoculars,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),22,binoculars,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),22,binoculars,an elephant face,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),22,binoculars,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),22,binoculars,traffic cop,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),22,binoculars,binoculars,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),22,binoculars,cannon,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),22,binoculars,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),22,binoculars,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),22,binoculars,binoculars,1
R_81i04UQTtFxOXlz,NameResp_TEXT(22),22,binoculars,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(22),22,binoculars,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),22,binoculars,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(22),22,binoculars,man in blazer,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(22),22,binoculars,,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(22),22,binoculars,,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(22),22,binoculars,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(22),22,binoculars,dinner at a restaurant,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(22),22,binoculars,,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(22),22,binoculars,map,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(22),22,binoculars,someone being pushed,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(22),22,binoculars,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(22),22,binoculars,,0
R_9KSFfd62afsuieF,NameResp_TEXT(22),22,binoculars,gun,0
R_02GRIQd5MDRenPf,NameResp_TEXT(22),22,binoculars,faces,0
R_bjv98vU4STp6zQx,NameResp_TEXT(22),22,binoculars,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(22),22,binoculars,cow,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(22),22,binoculars,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(22),22,binoculars,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(22),22,binoculars,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(22),22,binoculars,man laying down,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(22),22,binoculars,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(22),22,binoculars,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(22),22,binoculars,a giant duck and a police officer,0
R_aWcEn0nidpymQER,NameResp_TEXT(22),22,binoculars,clown,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(22),22,binoculars,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(22),22,binoculars,cat and cat tail hanging down and people kneeling and sitting,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(22),22,binoculars,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),23,rollerblades,roller blades,0
R_0NWkLPKVngfskaV,NameResp_TEXT(23),23,rollerblades,skateboarder,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),23,rollerblades,fire,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),23,rollerblades,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(23),23,rollerblades,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),23,rollerblades,a fire,0
R_03dyKKqahwimd1z,NameResp_TEXT(23),23,rollerblades,car,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),23,rollerblades,bird,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),23,rollerblades,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),23,rollerblades,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),23,rollerblades,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),23,rollerblades,birds,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),23,rollerblades,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),23,rollerblades,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),23,rollerblades,,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),23,rollerblades,,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),23,rollerblades,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),23,rollerblades,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),23,rollerblades,skates,0
R_81i04UQTtFxOXlz,NameResp_TEXT(23),23,rollerblades,a sailboat,0
R_aflUaQ1v901DTZb,NameResp_TEXT(23),23,rollerblades,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),23,rollerblades,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(23),23,rollerblades,,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(23),23,rollerblades,,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(23),23,rollerblades,,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(23),23,rollerblades,birds,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(23),23,rollerblades,Woman with Red hair,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(23),23,rollerblades,food dissipating in water ,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(23),23,rollerblades,bird,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(23),23,rollerblades,Mountains,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(23),23,rollerblades,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(23),23,rollerblades,rollerblades,1
R_9KSFfd62afsuieF,NameResp_TEXT(23),23,rollerblades,beach chairs,0
R_02GRIQd5MDRenPf,NameResp_TEXT(23),23,rollerblades,squid,0
R_bjv98vU4STp6zQx,NameResp_TEXT(23),23,rollerblades,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(23),23,rollerblades,,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(23),23,rollerblades,shoes ,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(23),23,rollerblades,birds and a flower,0
R_cGTSCS88UP99f0x,NameResp_TEXT(23),23,rollerblades,flower and birds,0
R_6ujqTETwTzRExX7,NameResp_TEXT(23),23,rollerblades,figure skaters,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(23),23,rollerblades,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(23),23,rollerblades,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(23),23,rollerblades,,0
R_aWcEn0nidpymQER,NameResp_TEXT(23),23,rollerblades,hands,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(23),23,rollerblades,person smoking,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(23),23,rollerblades,waves and splashing,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(23),23,rollerblades,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),24,leopard,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(24),24,leopard,blowfish,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),24,leopard,field,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),24,leopard,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(24),24,leopard,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(24),24,leopard,,0
R_03dyKKqahwimd1z,NameResp_TEXT(24),24,leopard,Lion,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(24),24,leopard,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(24),24,leopard,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(24),24,leopard,sponge,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(24),24,leopard,cheetah,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(24),24,leopard,leopard,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(24),24,leopard,leopard,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(24),24,leopard,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(24),24,leopard,chicken,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(24),24,leopard,"unsure, I can see Louisiana in the bottom right corner ",0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(24),24,leopard,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(24),24,leopard,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(24),24,leopard,panther,0
R_81i04UQTtFxOXlz,NameResp_TEXT(24),24,leopard,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(24),24,leopard,plant,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(24),24,leopard,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(24),24,leopard,leopard,1
R_6zZuvVsaXiYicmh,NameResp_TEXT(24),24,leopard,swarm of bees,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(24),24,leopard,tree,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(24),24,leopard,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(24),24,leopard,Someone observing a pit,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(24),24,leopard,man swimming,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(24),24,leopard,animal ,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(24),24,leopard,rabid rabbit,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(24),24,leopard,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(24),24,leopard,tiger,0
R_9KSFfd62afsuieF,NameResp_TEXT(24),24,leopard,buffalo,0
R_02GRIQd5MDRenPf,NameResp_TEXT(24),24,leopard,leopard,1
R_bjv98vU4STp6zQx,NameResp_TEXT(24),24,leopard,jaguar,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(24),24,leopard,,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(24),24,leopard,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(24),24,leopard,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(24),24,leopard,dog,0
R_6ujqTETwTzRExX7,NameResp_TEXT(24),24,leopard,a forest,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(24),24,leopard,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(24),24,leopard,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(24),24,leopard,sky/nature,0
R_aWcEn0nidpymQER,NameResp_TEXT(24),24,leopard,party,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(24),24,leopard,plant,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(24),24,leopard,a garden,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(24),24,leopard,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(25),25,handbag,boat,0
R_0NWkLPKVngfskaV,NameResp_TEXT(25),25,handbag,handbag,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(25),25,handbag,car,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(25),25,handbag,cheese man,0
R_5uoQgdmI1psnW97,NameResp_TEXT(25),25,handbag,a dancing woman,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(25),25,handbag,,0
R_03dyKKqahwimd1z,NameResp_TEXT(25),25,handbag,Battle,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(25),25,handbag,purse,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(25),25,handbag,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(25),25,handbag,handbag,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(25),25,handbag,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(25),25,handbag,purse,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(25),25,handbag,mole rat,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(25),25,handbag,Purse,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(25),25,handbag,bicycle,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(25),25,handbag,Purse,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(25),25,handbag,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(25),25,handbag,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(25),25,handbag,purse,0
R_81i04UQTtFxOXlz,NameResp_TEXT(25),25,handbag,an elephant ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(25),25,handbag,car,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(25),25,handbag,buggy,0
R_9movxfJr3JHx4c5,NameResp_TEXT(25),25,handbag,textiles,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(25),25,handbag,,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(25),25,handbag,,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(25),25,handbag,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(25),25,handbag,person texting and driving,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(25),25,handbag,,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(25),25,handbag,family,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(25),25,handbag,people fighting on top of a house,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(25),25,handbag,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(25),25,handbag,,0
R_9KSFfd62afsuieF,NameResp_TEXT(25),25,handbag,guy wearing sun glasses,0
R_02GRIQd5MDRenPf,NameResp_TEXT(25),25,handbag,chair,0
R_bjv98vU4STp6zQx,NameResp_TEXT(25),25,handbag,purse,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(25),25,handbag,bell,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(25),25,handbag,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(25),25,handbag,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(25),25,handbag,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(25),25,handbag,purse,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(25),25,handbag,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(25),25,handbag,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(25),25,handbag,purse,0
R_aWcEn0nidpymQER,NameResp_TEXT(25),25,handbag,,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(25),25,handbag,purse,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(25),25,handbag,purse,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(25),25,handbag,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(26),26,motorcycle,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(26),26,motorcycle,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(26),26,motorcycle,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(26),26,motorcycle,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(26),26,motorcycle,a rabbit,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(26),26,motorcycle,,0
R_03dyKKqahwimd1z,NameResp_TEXT(26),26,motorcycle,ball,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(26),26,motorcycle,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(26),26,motorcycle,dont know ,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(26),26,motorcycle,motorcycle,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(26),26,motorcycle,person on bike,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(26),26,motorcycle,motorcycle,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(26),26,motorcycle,bicycle,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(26),26,motorcycle,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(26),26,motorcycle,crowd of people,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(26),26,motorcycle,a white circle,0
