subj_id,qual_col,measure,row,Name,TextResp
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person and buildings
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),NameResp_TEXT,19,cat,huskey
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),NameResp_TEXT,19,cat,A man
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),NameResp_TEXT,19,cat,wolf
R_81i04UQTtFxOXlz,NameResp_TEXT(19),NameResp_TEXT,19,cat,a dog in the bottom right hand corner 
R_aflUaQ1v901DTZb,NameResp_TEXT(19),NameResp_TEXT,19,cat,a wizard
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_9movxfJr3JHx4c5,NameResp_TEXT(19),NameResp_TEXT,19,cat,some animal
R_6zZuvVsaXiYicmh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person
R_7Os34FuyUOKUtAV,NameResp_TEXT(19),NameResp_TEXT,19,cat,houses
R_6tIMcOQsORkQnuB,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(19),NameResp_TEXT,19,cat,Santa with elves
R_cAPsFbVcU6FKEpT,NameResp_TEXT(19),NameResp_TEXT,19,cat,person/buildings
R_cO0dBs5ofX0BOpT,NameResp_TEXT(19),NameResp_TEXT,19,cat,elf
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(19),NameResp_TEXT,19,cat,sword
R_9KSFfd62afsuieF,NameResp_TEXT(19),NameResp_TEXT,19,cat,elf
R_02GRIQd5MDRenPf,NameResp_TEXT(19),NameResp_TEXT,19,cat,faces
R_bjv98vU4STp6zQx,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(19),NameResp_TEXT,19,cat,face
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(19),NameResp_TEXT,19,cat,wizard
R_eDMsuefXH4Nvbhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_cGTSCS88UP99f0x,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_6ujqTETwTzRExX7,NameResp_TEXT(19),NameResp_TEXT,19,cat,dogs
R_1NfgfYV1GvFsWiN,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_0TiNGME0OVqJO3H,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(19),NameResp_TEXT,19,cat,scary clowns
R_aWcEn0nidpymQER,NameResp_TEXT(19),NameResp_TEXT,19,cat,train (repeat picture?)
R_9FZPEV6r7ezLOSN,NameResp_TEXT(19),NameResp_TEXT,19,cat,wizard
R_6zhc96D1g2EpM2h,NameResp_TEXT(19),NameResp_TEXT,19,cat,a person with a pointed hat on standing outside of a house
R_2a6HPCAFPrB4mIR,NameResp_TEXT(19),NameResp_TEXT,19,cat,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_0NWkLPKVngfskaV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bow tie
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_5uoQgdmI1psnW97,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_03dyKKqahwimd1z,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,elephant
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bunch of houses
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,phantom of the opera
R_81i04UQTtFxOXlz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_aflUaQ1v901DTZb,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,crab
R_9movxfJr3JHx4c5,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_6zZuvVsaXiYicmh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_7Os34FuyUOKUtAV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,Native american
R_6tIMcOQsORkQnuB,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,Coral Reef
R_cAPsFbVcU6FKEpT,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,buildings
R_cO0dBs5ofX0BOpT,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_9KSFfd62afsuieF,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,fish
R_02GRIQd5MDRenPf,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,faces
R_bjv98vU4STp6zQx,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie
R_9KB1XzOy6rP7O1D,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,face
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_cGTSCS88UP99f0x,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,a battle
R_6ujqTETwTzRExX7,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,people with masks
R_1NfgfYV1GvFsWiN,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,Man's Face
R_0TiNGME0OVqJO3H,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,face
R_0ih7r0MXsn7mCSV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,a boogie man coming out of the wall
R_aWcEn0nidpymQER,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,train
R_9FZPEV6r7ezLOSN,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_6zhc96D1g2EpM2h,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,person spitting water
R_2a6HPCAFPrB4mIR,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_0NWkLPKVngfskaV,NameResp_TEXT(21),NameResp_TEXT,21,knife,goose
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),NameResp_TEXT,21,knife,rocket
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_5uoQgdmI1psnW97,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_03dyKKqahwimd1z,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),NameResp_TEXT,21,knife,duck
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),NameResp_TEXT,21,knife,Knife
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),NameResp_TEXT,21,knife,Bird
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_81i04UQTtFxOXlz,NameResp_TEXT(21),NameResp_TEXT,21,knife,flock of birds
R_aflUaQ1v901DTZb,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_9movxfJr3JHx4c5,NameResp_TEXT(21),NameResp_TEXT,21,knife,crossbow
R_6zZuvVsaXiYicmh,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_7Os34FuyUOKUtAV,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird
R_6tIMcOQsORkQnuB,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_cAPsFbVcU6FKEpT,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_cO0dBs5ofX0BOpT,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird 
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(21),NameResp_TEXT,21,knife,Bird
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(21),NameResp_TEXT,21,knife,Airplane flying over city 
R_0cuIBoqJYSnYnLT,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_9KSFfd62afsuieF,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird
R_02GRIQd5MDRenPf,NameResp_TEXT(21),NameResp_TEXT,21,knife,letter E a bunch of times
R_bjv98vU4STp6zQx,NameResp_TEXT(21),NameResp_TEXT,21,knife,soldier
R_9KB1XzOy6rP7O1D,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(21),NameResp_TEXT,21,knife,Bird
R_eDMsuefXH4Nvbhz,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_cGTSCS88UP99f0x,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_6ujqTETwTzRExX7,NameResp_TEXT(21),NameResp_TEXT,21,knife,woman giving speech
R_1NfgfYV1GvFsWiN,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_0TiNGME0OVqJO3H,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_aWcEn0nidpymQER,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_9FZPEV6r7ezLOSN,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_6zhc96D1g2EpM2h,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife
R_2a6HPCAFPrB4mIR,NameResp_TEXT(21),NameResp_TEXT,21,knife,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_0NWkLPKVngfskaV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,gun
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_5uoQgdmI1psnW97,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,"someone in a uniform jacket, soldier?"
R_03dyKKqahwimd1z,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,an elephant face
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,traffic cop
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,cannon
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars
R_81i04UQTtFxOXlz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_aflUaQ1v901DTZb,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_9movxfJr3JHx4c5,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,man in blazer
R_6zZuvVsaXiYicmh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_7Os34FuyUOKUtAV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_6tIMcOQsORkQnuB,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,dinner at a restaurant
R_cAPsFbVcU6FKEpT,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_cO0dBs5ofX0BOpT,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,map
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,someone being pushed
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_9KSFfd62afsuieF,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,gun
R_02GRIQd5MDRenPf,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,faces
R_bjv98vU4STp6zQx,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,cow
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_cGTSCS88UP99f0x,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_6ujqTETwTzRExX7,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,man laying down
R_1NfgfYV1GvFsWiN,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_0TiNGME0OVqJO3H,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,a giant duck and a police officer
R_aWcEn0nidpymQER,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,clown
R_9FZPEV6r7ezLOSN,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_6zhc96D1g2EpM2h,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,cat and cat tail hanging down and people kneeling and sitting
R_2a6HPCAFPrB4mIR,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,roller blades
R_0NWkLPKVngfskaV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skateboarder
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,fire
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_5uoQgdmI1psnW97,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a fire
R_03dyKKqahwimd1z,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,car
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,bird
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,birds
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skates
R_81i04UQTtFxOXlz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a sailboat
R_aflUaQ1v901DTZb,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_9movxfJr3JHx4c5,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_6zZuvVsaXiYicmh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_7Os34FuyUOKUtAV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_6tIMcOQsORkQnuB,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,birds
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,Woman with Red hair
R_cAPsFbVcU6FKEpT,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,food dissipating in water 
R_cO0dBs5ofX0BOpT,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,bird
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,Mountains
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,rollerblades
R_9KSFfd62afsuieF,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,beach chairs
R_02GRIQd5MDRenPf,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,squid
R_bjv98vU4STp6zQx,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,shoes 
R_eDMsuefXH4Nvbhz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,birds and a flower
R_cGTSCS88UP99f0x,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,flower and birds
R_6ujqTETwTzRExX7,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,figure skaters
R_1NfgfYV1GvFsWiN,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_0TiNGME0OVqJO3H,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_aWcEn0nidpymQER,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,hands
R_9FZPEV6r7ezLOSN,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,person smoking
R_6zhc96D1g2EpM2h,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,waves and splashing
R_2a6HPCAFPrB4mIR,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_0NWkLPKVngfskaV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,blowfish
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),NameResp_TEXT,24,leopard,field
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_5uoQgdmI1psnW97,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_03dyKKqahwimd1z,NameResp_TEXT(24),NameResp_TEXT,24,leopard,Lion
R_4I5pqYdhVgOKFKd,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_1EWCq1k7UFauhNj,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_81xh6ldt0VxOPHL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,sponge
R_9KLkobZ9kYZSzYh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,cheetah
R_4T9SzDwjzOtlmrX,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard
R_eFBfDt4acLjjVQh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(24),NameResp_TEXT,24,leopard,chicken
R_9NNGTs03HOOrLhz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,"unsure, I can see Louisiana in the bottom right corner "
R_9QAIH8o5XKYkAFD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_dbuBKRXlnjouSRD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,panther
R_81i04UQTtFxOXlz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_aflUaQ1v901DTZb,NameResp_TEXT(24),NameResp_TEXT,24,leopard,plant
R_8cU5NCG2ysTIeFf,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_9movxfJr3JHx4c5,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard
R_6zZuvVsaXiYicmh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,swarm of bees
R_7Os34FuyUOKUtAV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,tree
R_6tIMcOQsORkQnuB,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(24),NameResp_TEXT,24,leopard,Someone observing a pit
R_cAPsFbVcU6FKEpT,NameResp_TEXT(24),NameResp_TEXT,24,leopard,man swimming
R_cO0dBs5ofX0BOpT,NameResp_TEXT(24),NameResp_TEXT,24,leopard,animal 
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(24),NameResp_TEXT,24,leopard,rabid rabbit
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(24),NameResp_TEXT,24,leopard,tiger
R_9KSFfd62afsuieF,NameResp_TEXT(24),NameResp_TEXT,24,leopard,buffalo
R_02GRIQd5MDRenPf,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard
R_bjv98vU4STp6zQx,NameResp_TEXT(24),NameResp_TEXT,24,leopard,jaguar
R_9KB1XzOy6rP7O1D,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_cGTSCS88UP99f0x,NameResp_TEXT(24),NameResp_TEXT,24,leopard,dog
R_6ujqTETwTzRExX7,NameResp_TEXT(24),NameResp_TEXT,24,leopard,a forest
R_1NfgfYV1GvFsWiN,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_0TiNGME0OVqJO3H,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,sky/nature
R_aWcEn0nidpymQER,NameResp_TEXT(24),NameResp_TEXT,24,leopard,party
R_9FZPEV6r7ezLOSN,NameResp_TEXT(24),NameResp_TEXT,24,leopard,plant
R_6zhc96D1g2EpM2h,NameResp_TEXT(24),NameResp_TEXT,24,leopard,a garden
R_2a6HPCAFPrB4mIR,NameResp_TEXT(24),NameResp_TEXT,24,leopard,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(25),NameResp_TEXT,25,handbag,boat
R_0NWkLPKVngfskaV,NameResp_TEXT(25),NameResp_TEXT,25,handbag,handbag
R_2tvsWbcRX5R84ap,NameResp_TEXT(25),NameResp_TEXT,25,handbag,car
R_1TCKelAGYh94Ppr,NameResp_TEXT(25),NameResp_TEXT,25,handbag,cheese man
R_5uoQgdmI1psnW97,NameResp_TEXT(25),NameResp_TEXT,25,handbag,a dancing woman
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,
R_03dyKKqahwimd1z,NameResp_TEXT(25),NameResp_TEXT,25,handbag,Battle
R_4I5pqYdhVgOKFKd,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse
R_1EWCq1k7UFauhNj,NameResp_TEXT(25),NameResp_TEXT,25,handbag,
R_81xh6ldt0VxOPHL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,handbag
R_9KLkobZ9kYZSzYh,NameResp_TEXT(25),NameResp_TEXT,25,handbag,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse
