subj_id,qual_col,measure,row,Name,TextResp,isCorrect,RT,Conf
R_eFBfDt4acLjjVQh,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0,13.116,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0,13.268,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(12),NameResp_TEXT,12,cake,muffin,0,4.661,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(12),NameResp_TEXT,12,cake,pizza,0,2.061,3
R_9QAIH8o5XKYkAFD,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0,3.831,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0,2.133,
R_dbuBKRXlnjouSRD,NameResp_TEXT(12),NameResp_TEXT,12,cake,a hat,0,1.726,5
R_81i04UQTtFxOXlz,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0,5.629,
R_aflUaQ1v901DTZb,NameResp_TEXT(12),NameResp_TEXT,12,cake,stove,0,2.336,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(12),NameResp_TEXT,12,cake,pomegranate,0,3.244,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,6.958,
R_0NWkLPKVngfskaV,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,grand central,0,2.624,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,4.305,
R_1TCKelAGYh94Ppr,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a bathroom with a hand holding soap or a brush,0,9.603,7
R_03dyKKqahwimd1z,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1,6.217,8
R_4I5pqYdhVgOKFKd,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,1.75,
R_81xh6ldt0VxOPHL,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,building,0,2.856,2
R_9KLkobZ9kYZSzYh,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,city,0,1.468,4
R_4T9SzDwjzOtlmrX,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,rollercoaster ,0,-56.799,5
R_eFBfDt4acLjjVQh,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,5.504,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1,4.215,5
R_3jv8dkv5pkIe4f3,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,26.27,
R_9NNGTs03HOOrLhz,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a crawly bug ,0,2.239,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,man,0,3.031,2
R_8hQIw8oM3sZtlUV,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0,3.853,
R_dbuBKRXlnjouSRD,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,dignity,0,2.402,5
R_81i04UQTtFxOXlz,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a bus driving through a city of tall buildings,0,7.074,8
R_aflUaQ1v901DTZb,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1,3.54,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1,1.913,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,1.761,6
R_0NWkLPKVngfskaV,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,1.505,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,1.545,7
R_1TCKelAGYh94Ppr,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(14),NameResp_TEXT,14,bed,a bedroom,0,7.891,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,3.378,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,0.188,7
R_1EWCq1k7UFauhNj,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0,1.272,
R_81xh6ldt0VxOPHL,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,1.991,5
R_9KLkobZ9kYZSzYh,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0,1.451,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,3.528,6
R_eFBfDt4acLjjVQh,NameResp_TEXT(14),NameResp_TEXT,14,bed,truck,0,6.945,2
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,4.255,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,4.402,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,5.059,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,3.079,2
R_8hQIw8oM3sZtlUV,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,0.196,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(14),NameResp_TEXT,14,bed,justice,0,1.957,5
R_81i04UQTtFxOXlz,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,1.591,8
R_aflUaQ1v901DTZb,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,3.974,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1,3.033,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(15),NameResp_TEXT,15,boot,man and a child on his back,0,4.875,3
R_0NWkLPKVngfskaV,NameResp_TEXT(15),NameResp_TEXT,15,boot,doorway,0,2.513,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(15),NameResp_TEXT,15,boot,priest,0,4.249,5
R_1TCKelAGYh94Ppr,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(15),NameResp_TEXT,15,boot,lady statue,0,13.906,3
R_1EWCq1k7UFauhNj,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,1.25,
R_81xh6ldt0VxOPHL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,2.959,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(15),NameResp_TEXT,15,boot,boot,1,1.58,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,7.824,
R_eFBfDt4acLjjVQh,NameResp_TEXT(15),NameResp_TEXT,15,boot,a dancing couple,0,6.902,4
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,11.314,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(15),NameResp_TEXT,15,boot,door,0,2.065,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a door opening,0,4.832,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,4.135,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0,3.828,
R_dbuBKRXlnjouSRD,NameResp_TEXT(15),NameResp_TEXT,15,boot,chair factory,0,2.22,5
R_81i04UQTtFxOXlz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a doorway in a spotted room,0,4.169,7
R_aflUaQ1v901DTZb,NameResp_TEXT(15),NameResp_TEXT,15,boot,two people,0,8.529,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(15),NameResp_TEXT,15,boot,person,0,2.991,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dog,0,2.072,2
R_0NWkLPKVngfskaV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,lobster,0,1.93,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0,4.555,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a dancing man,0,6.548,4
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,1,4.95,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,1.38,
R_81xh6ldt0VxOPHL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,cup,0,3.424,5
R_9KLkobZ9kYZSzYh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,1.746,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dolphin,0,8.384,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,3.167,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,14.936,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,chair,0,5.157,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a chair with spikes,0,2.328,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,4.583,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,1.949,
R_dbuBKRXlnjouSRD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0,2.061,5
R_81i04UQTtFxOXlz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a man riding a horse with another man in front of him ,0,8.007,6
R_aflUaQ1v901DTZb,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0,10.199,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0,3.406,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(17),NameResp_TEXT,17,armchair,teapot,0,6.467,4
R_0NWkLPKVngfskaV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,cow,0,1.961,4
R_2tvsWbcRX5R84ap,NameResp_TEXT(17),NameResp_TEXT,17,armchair,fish,0,3.626,3
R_1TCKelAGYh94Ppr,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(17),NameResp_TEXT,17,armchair,chimney and smoke,0,22.043,4
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,29.767,
R_1EWCq1k7UFauhNj,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,1.368,
R_81xh6ldt0VxOPHL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,tea,0,2.887,2
R_9KLkobZ9kYZSzYh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,3.165,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(17),NameResp_TEXT,17,armchair,bunny rabbits,0,10.165,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,3.522,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(17),NameResp_TEXT,17,armchair,Rabbits,0,5.361,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(17),NameResp_TEXT,17,armchair,rabbit,0,15.329,3
R_9NNGTs03HOOrLhz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,"Bunny, Boogie Man, fish",0,12.746,3
R_9QAIH8o5XKYkAFD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,1.482,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,6.203,
R_dbuBKRXlnjouSRD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,pigeons,0,2.742,5
R_81i04UQTtFxOXlz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,9.264,
R_aflUaQ1v901DTZb,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,7.698,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0,2.802,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,4.076,
R_0NWkLPKVngfskaV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,waves,0,3.151,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(18),NameResp_TEXT,18,guitar,birds,0,10.717,3
R_1TCKelAGYh94Ppr,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,man with a laser or harpoon gun agian,0,9.252,7
R_03dyKKqahwimd1z,NameResp_TEXT(18),NameResp_TEXT,18,guitar,fish,0,5.953,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(18),NameResp_TEXT,18,guitar,two whales,0,30.897,2
R_1EWCq1k7UFauhNj,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,1.594,
R_81xh6ldt0VxOPHL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,1.484,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,3.478,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,0,3.609,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,1,1.645,8
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,2.323,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,22.157,
R_9NNGTs03HOOrLhz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,a head with the brain exposed (left side) idk what happening on the right side,0,3.749,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,2.608,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,2.462,
R_dbuBKRXlnjouSRD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,1,2.119,5
R_81i04UQTtFxOXlz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0,10.741,
R_aflUaQ1v901DTZb,NameResp_TEXT(18),NameResp_TEXT,18,guitar,crowd of people,0,4.799,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,0,3.233,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,5.512,
R_0NWkLPKVngfskaV,NameResp_TEXT(19),NameResp_TEXT,19,cat,clown,0,1.869,6
R_2tvsWbcRX5R84ap,NameResp_TEXT(19),NameResp_TEXT,19,cat,hand,0,7.164,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(19),NameResp_TEXT,19,cat,a house,0,18.08,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,1.581,
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,3.29,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person and buildings,0,3.471,2
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,1,3.21,7
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),NameResp_TEXT,19,cat,huskey,0,3.766,6
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,7.225,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),NameResp_TEXT,19,cat,A man,0,11.229,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,1,15.981,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,3.685,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,2.743,
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),NameResp_TEXT,19,cat,wolf,0,2.018,5
R_81i04UQTtFxOXlz,NameResp_TEXT(19),NameResp_TEXT,19,cat,a dog in the bottom right hand corner ,0,4.264,8
R_aflUaQ1v901DTZb,NameResp_TEXT(19),NameResp_TEXT,19,cat,a wizard,0,3.718,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0,3.105,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,2.229,
R_0NWkLPKVngfskaV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie,1,1.639,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,16.806,
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,elephant,0,14.748,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,1.954,
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,5.302,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,2.779,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,4.765,
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,4.818,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,7.508,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bow,0,3.486,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bunch of houses,0,4.864,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,3.768,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,3.993,
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,phantom of the opera,0,1.908,5
R_81i04UQTtFxOXlz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,2.758,
R_aflUaQ1v901DTZb,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0,19.111,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,crab,0,2.814,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1,1.371,8
R_0NWkLPKVngfskaV,NameResp_TEXT(21),NameResp_TEXT,21,knife,goose,0,2.894,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),NameResp_TEXT,21,knife,rocket,0,5.282,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1,14.276,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,15.396,
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,1.485,
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,2.552,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,2.371,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1,5.377,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),NameResp_TEXT,21,knife,duck,0,9.857,3
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1,2.498,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),NameResp_TEXT,21,knife,Bird,0,19.879,3
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,1.961,
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,3.459,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird,0,2.65,5
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1,3.074,5
R_81i04UQTtFxOXlz,NameResp_TEXT(21),NameResp_TEXT,21,knife,flock of birds,0,6.016,6
R_aflUaQ1v901DTZb,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird,0,2.682,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0,2.579,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,4.421,
R_0NWkLPKVngfskaV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,1.715,
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,gun,0,3.034,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,"someone in a uniform jacket, soldier?",0,17.084,6
R_03dyKKqahwimd1z,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,3.405,
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,4.53,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,1.842,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,an elephant face,0,19.691,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,7.163,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,traffic cop,0,22.633,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars ,0,12.149,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,cannon,0,4.16,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,1.562,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,3.658,
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars,1,2.276,5
R_81i04UQTtFxOXlz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,2.63,
R_aflUaQ1v901DTZb,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,5.152,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0,2.603,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,rollerblades,1,3.196,7
R_0NWkLPKVngfskaV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skateboarder,0,2.091,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,fire,0,5.911,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a fire,0,0.062,6
R_03dyKKqahwimd1z,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,car,0,11.879,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,bird,0,31.397,2
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,1.431,
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,6.605,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,3.356,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,birds,0,4.048,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,5.294,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,5.785,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,6.939,
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,3.254,
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,1.761,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,1.886,
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skates,0,2.699,5
R_81i04UQTtFxOXlz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a sailboat,0,12.527,5
