subj_id,qual_col,measure,row,Name,TextResp,isCorrect
R_8hQIw8oM3sZtlUV,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,dignity,0
R_81i04UQTtFxOXlz,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a bus driving through a city of tall buildings,0
R_aflUaQ1v901DTZb,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1
R_8nQqGUmR9MT1CTP,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_0NWkLPKVngfskaV,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(14),NameResp_TEXT,14,bed,a bedroom,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0
R_03dyKKqahwimd1z,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_1EWCq1k7UFauhNj,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(14),NameResp_TEXT,14,bed,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(14),NameResp_TEXT,14,bed,truck,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_3jv8dkv5pkIe4f3,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_8hQIw8oM3sZtlUV,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_dbuBKRXlnjouSRD,NameResp_TEXT(14),NameResp_TEXT,14,bed,justice,0
R_81i04UQTtFxOXlz,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_aflUaQ1v901DTZb,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(14),NameResp_TEXT,14,bed,bed,1
R_8nQqGUmR9MT1CTP,NameResp_TEXT(15),NameResp_TEXT,15,boot,man and a child on his back,0
R_0NWkLPKVngfskaV,NameResp_TEXT(15),NameResp_TEXT,15,boot,doorway,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(15),NameResp_TEXT,15,boot,priest,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_03dyKKqahwimd1z,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(15),NameResp_TEXT,15,boot,lady statue,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(15),NameResp_TEXT,15,boot,boot,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(15),NameResp_TEXT,15,boot,a dancing couple,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(15),NameResp_TEXT,15,boot,door,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a door opening,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(15),NameResp_TEXT,15,boot,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(15),NameResp_TEXT,15,boot,chair factory,0
R_81i04UQTtFxOXlz,NameResp_TEXT(15),NameResp_TEXT,15,boot,a doorway in a spotted room,0
R_aflUaQ1v901DTZb,NameResp_TEXT(15),NameResp_TEXT,15,boot,two people,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(15),NameResp_TEXT,15,boot,person,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dog,0
R_0NWkLPKVngfskaV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,lobster,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a dancing man,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_03dyKKqahwimd1z,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,coffeemug,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,cup,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,dolphin,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,chair,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a chair with spikes,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0
R_81i04UQTtFxOXlz,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,a man riding a horse with another man in front of him ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(16),NameResp_TEXT,16,coffeemug,mug,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(17),NameResp_TEXT,17,armchair,teapot,0
R_0NWkLPKVngfskaV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,cow,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(17),NameResp_TEXT,17,armchair,fish,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(17),NameResp_TEXT,17,armchair,chimney and smoke,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_03dyKKqahwimd1z,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(17),NameResp_TEXT,17,armchair,tea,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(17),NameResp_TEXT,17,armchair,bunny rabbits,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(17),NameResp_TEXT,17,armchair,Rabbits,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(17),NameResp_TEXT,17,armchair,rabbit,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,"Bunny, Boogie Man, fish",0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(17),NameResp_TEXT,17,armchair,pigeons,0
R_81i04UQTtFxOXlz,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(17),NameResp_TEXT,17,armchair,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,waves,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(18),NameResp_TEXT,18,guitar,birds,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,man with a laser or harpoon gun agian,0
R_03dyKKqahwimd1z,NameResp_TEXT(18),NameResp_TEXT,18,guitar,fish,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(18),NameResp_TEXT,18,guitar,two whales,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,a head with the brain exposed (left side) idk what happening on the right side,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(18),NameResp_TEXT,18,guitar,guitar,1
R_81i04UQTtFxOXlz,NameResp_TEXT(18),NameResp_TEXT,18,guitar,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(18),NameResp_TEXT,18,guitar,crowd of people,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(18),NameResp_TEXT,18,guitar,lion,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(19),NameResp_TEXT,19,cat,clown,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(19),NameResp_TEXT,19,cat,hand,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(19),NameResp_TEXT,19,cat,a house,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_03dyKKqahwimd1z,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),NameResp_TEXT,19,cat,person and buildings,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),NameResp_TEXT,19,cat,huskey,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),NameResp_TEXT,19,cat,A man,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),NameResp_TEXT,19,cat,cat,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),NameResp_TEXT,19,cat,wolf,0
R_81i04UQTtFxOXlz,NameResp_TEXT(19),NameResp_TEXT,19,cat,a dog in the bottom right hand corner ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(19),NameResp_TEXT,19,cat,a wizard,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),NameResp_TEXT,19,cat,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bowtie,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_03dyKKqahwimd1z,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,elephant,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bow,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,bunch of houses,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,phantom of the opera,0
R_81i04UQTtFxOXlz,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),NameResp_TEXT,20,bowtie,crab,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1
R_0NWkLPKVngfskaV,NameResp_TEXT(21),NameResp_TEXT,21,knife,goose,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),NameResp_TEXT,21,knife,rocket,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_03dyKKqahwimd1z,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),NameResp_TEXT,21,knife,duck,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),NameResp_TEXT,21,knife,Bird,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),NameResp_TEXT,21,knife,knife,1
R_81i04UQTtFxOXlz,NameResp_TEXT(21),NameResp_TEXT,21,knife,flock of birds,0
R_aflUaQ1v901DTZb,NameResp_TEXT(21),NameResp_TEXT,21,knife,bird,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),NameResp_TEXT,21,knife,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,gun,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,"someone in a uniform jacket, soldier?",0
R_03dyKKqahwimd1z,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,an elephant face,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,traffic cop,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars ,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,cannon,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,binoculars,1
R_81i04UQTtFxOXlz,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),NameResp_TEXT,22,binoculars,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,rollerblades,1
R_0NWkLPKVngfskaV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skateboarder,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,fire,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a fire,0
R_03dyKKqahwimd1z,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,car,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,bird,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,birds,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,skates,0
R_81i04UQTtFxOXlz,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,a sailboat,0
R_aflUaQ1v901DTZb,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,blowfish,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),NameResp_TEXT,24,leopard,field,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_03dyKKqahwimd1z,NameResp_TEXT(24),NameResp_TEXT,24,leopard,Lion,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,sponge,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,cheetah,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(24),NameResp_TEXT,24,leopard,chicken,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,"unsure, I can see Louisiana in the bottom right corner ",0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,panther,0
R_81i04UQTtFxOXlz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(24),NameResp_TEXT,24,leopard,plant,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(25),NameResp_TEXT,25,handbag,boat,0
R_0NWkLPKVngfskaV,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(25),NameResp_TEXT,25,handbag,car,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(25),NameResp_TEXT,25,handbag,cheese man,0
R_5uoQgdmI1psnW97,NameResp_TEXT(25),NameResp_TEXT,25,handbag,a dancing woman,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0
R_03dyKKqahwimd1z,NameResp_TEXT(25),NameResp_TEXT,25,handbag,Battle,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(25),NameResp_TEXT,25,handbag,mole rat,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(25),NameResp_TEXT,25,handbag,bicycle,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0
R_81i04UQTtFxOXlz,NameResp_TEXT(25),NameResp_TEXT,25,handbag,an elephant ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(25),NameResp_TEXT,25,handbag,car,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(25),NameResp_TEXT,25,handbag,buggy,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,a rabbit,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0
R_03dyKKqahwimd1z,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,ball,0
