subj_id,qual_col,TextResp,measure,row,Name,AiMatched
R_4T9SzDwjzOtlmrX,NameResp_TEXT(18),lion,NameResp_TEXT,18,guitar,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(18),guitar,NameResp_TEXT,18,guitar,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(18),a head with the brain exposed (left side) idk what happening on the right side,NameResp_TEXT,18,guitar,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(18),guitar,NameResp_TEXT,18,guitar,1
R_81i04UQTtFxOXlz,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_aflUaQ1v901DTZb,NameResp_TEXT(18),crowd of people,NameResp_TEXT,18,guitar,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(18),lion,NameResp_TEXT,18,guitar,0
R_9movxfJr3JHx4c5,NameResp_TEXT(18),porcupine,NameResp_TEXT,18,guitar,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(18),dog,NameResp_TEXT,18,guitar,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(18),fire,NameResp_TEXT,18,guitar,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(18),hedgehog,NameResp_TEXT,18,guitar,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(18),Lighthouse,NameResp_TEXT,18,guitar,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(18),Ski hill ,NameResp_TEXT,18,guitar,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(18),dog,NameResp_TEXT,18,guitar,0
R_9KSFfd62afsuieF,NameResp_TEXT(18),clarinet,NameResp_TEXT,18,guitar,0
R_02GRIQd5MDRenPf,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_bjv98vU4STp6zQx,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(18),bottle,NameResp_TEXT,18,guitar,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_cGTSCS88UP99f0x,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_6ujqTETwTzRExX7,NameResp_TEXT(18), a cat,NameResp_TEXT,18,guitar,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(18),tiger,NameResp_TEXT,18,guitar,0
R_aWcEn0nidpymQER,NameResp_TEXT(18),forest,NameResp_TEXT,18,guitar,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(18),a dog,NameResp_TEXT,18,guitar,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(18),,NameResp_TEXT,18,guitar,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_0NWkLPKVngfskaV,NameResp_TEXT(19),clown,NameResp_TEXT,19,cat,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(19),hand,NameResp_TEXT,19,cat,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_5uoQgdmI1psnW97,NameResp_TEXT(19),a house,NameResp_TEXT,19,cat,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_03dyKKqahwimd1z,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(19),person and buildings,NameResp_TEXT,19,cat,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(19),cat,NameResp_TEXT,19,cat,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(19),huskey,NameResp_TEXT,19,cat,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(19),A man,NameResp_TEXT,19,cat,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(19),Cat,NameResp_TEXT,19,cat,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(19),wolf,NameResp_TEXT,19,cat,0
R_81i04UQTtFxOXlz,NameResp_TEXT(19),a dog in the bottom right hand corner ,NameResp_TEXT,19,cat,0
R_aflUaQ1v901DTZb,NameResp_TEXT(19),a wizard,NameResp_TEXT,19,cat,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_9movxfJr3JHx4c5,NameResp_TEXT(19),some animal,NameResp_TEXT,19,cat,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(19),person,NameResp_TEXT,19,cat,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(19),houses,NameResp_TEXT,19,cat,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(19),Santa with elves,NameResp_TEXT,19,cat,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(19),person/buildings,NameResp_TEXT,19,cat,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(19),elf,NameResp_TEXT,19,cat,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(19),witch cat,NameResp_TEXT,19,cat,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(19),sword,NameResp_TEXT,19,cat,0
R_9KSFfd62afsuieF,NameResp_TEXT(19),elf,NameResp_TEXT,19,cat,0
R_02GRIQd5MDRenPf,NameResp_TEXT(19),faces,NameResp_TEXT,19,cat,0
R_bjv98vU4STp6zQx,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(19),face,NameResp_TEXT,19,cat,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(19),wizard,NameResp_TEXT,19,cat,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_cGTSCS88UP99f0x,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_6ujqTETwTzRExX7,NameResp_TEXT(19),dogs,NameResp_TEXT,19,cat,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(19),scary clowns,NameResp_TEXT,19,cat,0
R_aWcEn0nidpymQER,NameResp_TEXT(19),train (repeat picture?),NameResp_TEXT,19,cat,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(19),wizard,NameResp_TEXT,19,cat,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(19),a person with a pointed hat on standing outside of a house,NameResp_TEXT,19,cat,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(19),,NameResp_TEXT,19,cat,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_0NWkLPKVngfskaV,NameResp_TEXT(20),bow tie,NameResp_TEXT,20,bowtie,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_5uoQgdmI1psnW97,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_03dyKKqahwimd1z,NameResp_TEXT(20),elephant,NameResp_TEXT,20,bowtie,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(20),bow,NameResp_TEXT,20,bowtie,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(20),bunch of houses,NameResp_TEXT,20,bowtie,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(20),phantom of the opera,NameResp_TEXT,20,bowtie,0
R_81i04UQTtFxOXlz,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_aflUaQ1v901DTZb,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(20),crab,NameResp_TEXT,20,bowtie,0
R_9movxfJr3JHx4c5,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(20),Native american,NameResp_TEXT,20,bowtie,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(20),Coral Reef,NameResp_TEXT,20,bowtie,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(20),buildings,NameResp_TEXT,20,bowtie,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(20),bow tie,NameResp_TEXT,20,bowtie,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(20),Big bowtie,NameResp_TEXT,20,bowtie,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_9KSFfd62afsuieF,NameResp_TEXT(20),fish,NameResp_TEXT,20,bowtie,0
R_02GRIQd5MDRenPf,NameResp_TEXT(20),faces,NameResp_TEXT,20,bowtie,0
R_bjv98vU4STp6zQx,NameResp_TEXT(20),bow,NameResp_TEXT,20,bowtie,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(20),face,NameResp_TEXT,20,bowtie,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_cGTSCS88UP99f0x,NameResp_TEXT(20),a battle,NameResp_TEXT,20,bowtie,0
R_6ujqTETwTzRExX7,NameResp_TEXT(20),people with masks,NameResp_TEXT,20,bowtie,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(20),Man's Face,NameResp_TEXT,20,bowtie,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(20),face,NameResp_TEXT,20,bowtie,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(20),a boogie man coming out of the wall,NameResp_TEXT,20,bowtie,0
R_aWcEn0nidpymQER,NameResp_TEXT(20),train,NameResp_TEXT,20,bowtie,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(20),person spitting water,NameResp_TEXT,20,bowtie,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(20),,NameResp_TEXT,20,bowtie,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_0NWkLPKVngfskaV,NameResp_TEXT(21),goose,NameResp_TEXT,21,knife,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(21),rocket,NameResp_TEXT,21,knife,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_5uoQgdmI1psnW97,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_03dyKKqahwimd1z,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(21),duck,NameResp_TEXT,21,knife,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(21),Knife,NameResp_TEXT,21,knife,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_81i04UQTtFxOXlz,NameResp_TEXT(21),flock of birds,NameResp_TEXT,21,knife,0
R_aflUaQ1v901DTZb,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_9movxfJr3JHx4c5,NameResp_TEXT(21),crossbow,NameResp_TEXT,21,knife,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(21),bird ,NameResp_TEXT,21,knife,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(21),Airplane flying over city ,NameResp_TEXT,21,knife,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_9KSFfd62afsuieF,NameResp_TEXT(21),bird,NameResp_TEXT,21,knife,0
R_02GRIQd5MDRenPf,NameResp_TEXT(21),letter E a bunch of times,NameResp_TEXT,21,knife,0
R_bjv98vU4STp6zQx,NameResp_TEXT(21),soldier,NameResp_TEXT,21,knife,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(21),Bird,NameResp_TEXT,21,knife,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_cGTSCS88UP99f0x,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_6ujqTETwTzRExX7,NameResp_TEXT(21),woman giving speech,NameResp_TEXT,21,knife,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_aWcEn0nidpymQER,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_9FZPEV6r7ezLOSN,NameResp_TEXT(21),knife,NameResp_TEXT,21,knife,1
R_6zhc96D1g2EpM2h,NameResp_TEXT(21),a knife and people's faces,NameResp_TEXT,21,knife,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(21),,NameResp_TEXT,21,knife,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_0NWkLPKVngfskaV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(22),gun,NameResp_TEXT,22,binoculars,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_5uoQgdmI1psnW97,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(22),"someone in a uniform jacket, soldier?",NameResp_TEXT,22,binoculars,0
R_03dyKKqahwimd1z,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(22),an elephant face,NameResp_TEXT,22,binoculars,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(22),traffic cop,NameResp_TEXT,22,binoculars,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(22),binoculars ,NameResp_TEXT,22,binoculars,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(22),cannon,NameResp_TEXT,22,binoculars,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(22),binoculars,NameResp_TEXT,22,binoculars,1
R_81i04UQTtFxOXlz,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_aflUaQ1v901DTZb,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_9movxfJr3JHx4c5,NameResp_TEXT(22),man in blazer,NameResp_TEXT,22,binoculars,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(22),dinner at a restaurant,NameResp_TEXT,22,binoculars,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(22),map,NameResp_TEXT,22,binoculars,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(22),someone being pushed,NameResp_TEXT,22,binoculars,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_9KSFfd62afsuieF,NameResp_TEXT(22),gun,NameResp_TEXT,22,binoculars,0
R_02GRIQd5MDRenPf,NameResp_TEXT(22),faces,NameResp_TEXT,22,binoculars,0
R_bjv98vU4STp6zQx,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(22),cow,NameResp_TEXT,22,binoculars,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_cGTSCS88UP99f0x,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_6ujqTETwTzRExX7,NameResp_TEXT(22),man laying down,NameResp_TEXT,22,binoculars,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(22),a giant duck and a police officer,NameResp_TEXT,22,binoculars,0
R_aWcEn0nidpymQER,NameResp_TEXT(22),clown,NameResp_TEXT,22,binoculars,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(22),cat and cat tail hanging down and people kneeling and sitting,NameResp_TEXT,22,binoculars,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(22),,NameResp_TEXT,22,binoculars,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(23),roller blades,NameResp_TEXT,23,rollerblades,0
R_0NWkLPKVngfskaV,NameResp_TEXT(23),skateboarder,NameResp_TEXT,23,rollerblades,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(23),fire,NameResp_TEXT,23,rollerblades,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_5uoQgdmI1psnW97,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(23),a fire,NameResp_TEXT,23,rollerblades,0
R_03dyKKqahwimd1z,NameResp_TEXT(23),car,NameResp_TEXT,23,rollerblades,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(23),bird,NameResp_TEXT,23,rollerblades,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(23),birds,NameResp_TEXT,23,rollerblades,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(23),skates,NameResp_TEXT,23,rollerblades,0
R_81i04UQTtFxOXlz,NameResp_TEXT(23),a sailboat,NameResp_TEXT,23,rollerblades,0
R_aflUaQ1v901DTZb,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_9movxfJr3JHx4c5,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(23),birds,NameResp_TEXT,23,rollerblades,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(23),Woman with Red hair,NameResp_TEXT,23,rollerblades,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(23),food dissipating in water ,NameResp_TEXT,23,rollerblades,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(23),bird,NameResp_TEXT,23,rollerblades,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(23),Mountains,NameResp_TEXT,23,rollerblades,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(23),rollerblades,NameResp_TEXT,23,rollerblades,1
R_9KSFfd62afsuieF,NameResp_TEXT(23),beach chairs,NameResp_TEXT,23,rollerblades,0
R_02GRIQd5MDRenPf,NameResp_TEXT(23),squid,NameResp_TEXT,23,rollerblades,0
R_bjv98vU4STp6zQx,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(23),shoes ,NameResp_TEXT,23,rollerblades,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(23),birds and a flower,NameResp_TEXT,23,rollerblades,0
R_cGTSCS88UP99f0x,NameResp_TEXT(23),flower and birds,NameResp_TEXT,23,rollerblades,0
R_6ujqTETwTzRExX7,NameResp_TEXT(23),figure skaters,NameResp_TEXT,23,rollerblades,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_aWcEn0nidpymQER,NameResp_TEXT(23),hands,NameResp_TEXT,23,rollerblades,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(23),person smoking,NameResp_TEXT,23,rollerblades,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(23),waves and splashing,NameResp_TEXT,23,rollerblades,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(23),,NameResp_TEXT,23,rollerblades,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),,NameResp_TEXT,24,leopard,0
R_0NWkLPKVngfskaV,NameResp_TEXT(24),blowfish,NameResp_TEXT,24,leopard,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),field,NameResp_TEXT,24,leopard,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),,NameResp_TEXT,24,leopard,0
